entry_id,ingredient_id,qty,cost_unit,cost_total
1,1,100,3.03,303
1,2,100,3.77,377
1,3,100,0.53,53
1,4,100,2.99,299
1,5,100,2.25,225
1,6,100,2.35,235
1,7,100,3.6,360
1,8,100,2.96,296
1,9,100,3.51,351
1,10,100,0.84,84
1,11,100,0.72,72
1,12,100,0.89,89
1,13,100,4,400
1,14,100,2.87,287
1,15,100,1.95,195
1,16,100,0.63,63
1,17,100,1.71,171
1,18,100,3.52,352
1,19,100,2.93,293
1,20,100,3.09,309
1,21,100,3.7,370
1,22,100,0.8,80
1,23,100,0.05,5
1,24,100,3.02,302
1,25,100,0.57,57
1,26,100,1.94,194
1,27,100,3.79,379
1,28,100,0.98,98
1,29,100,3.26,326
1,30,100,2.37,237
1,31,100,2.11,211
1,32,100,0.95,95
1,33,100,2.32,232
1,34,100,0.29,29
1,35,100,3.07,307
1,36,100,1.25,125
1,37,100,3.7,370
1,38,100,2.75,275
1,39,100,2.65,265
1,40,100,2.51,251
1,41,100,2.06,206
1,42,100,1.62,162
1,43,100,4,400
1,44,100,1.56,156
1,45,100,0.11,11
1,46,100,3.81,381
1,47,100,3.24,324
1,48,100,3.25,325
1,49,100,3.63,363
1,50,100,2.51,251
1,51,100,2.74,274
1,52,100,2.19,219
1,53,100,0.03,3
1,54,100,2.79,279
1,55,100,3.63,363
1,56,100,0.17,17
1,57,100,2.91,291
1,58,100,1.2,120
1,59,100,0.65,65
1,60,100,2.9,290
1,61,100,2.55,255
1,62,100,0.62,62
1,63,100,2,200
1,64,100,1.33,133
1,65,100,2.07,207
1,66,100,1.06,106
1,67,100,0.16,16
1,68,100,3.62,362
1,69,100,0.34,34
1,70,100,3.99,399
1,71,100,0.68,68
1,72,100,2.07,207
1,73,100,0.93,93
1,74,100,2.87,287
1,75,100,2.07,207
1,76,100,2.46,246
1,77,100,0.36,36
1,78,100,2.8,280
1,79,100,1.28,128
1,80,100,0.58,58
1,81,100,0.93,93
1,82,100,2.17,217
1,83,100,3.4,340
1,84,100,3.46,346
1,85,100,3.04,304
1,86,100,3.23,323
1,87,100,0.05,5
1,88,100,3.49,349
1,89,100,1.2,120
1,90,100,0.04,4
1,91,100,3.2,320
1,92,100,2.61,261
1,93,100,0.17,17
1,94,100,2.8,280
1,95,100,1.12,112
1,96,100,3,300
1,97,100,3.84,384
1,98,100,2.58,258
1,99,100,1.93,193
1,100,100,2.82,282
1,101,100,1.25,125
1,102,100,0.67,67
1,103,100,2.71,271
1,104,100,2.19,219
1,105,100,1.01,101
1,106,100,3.03,303
1,107,100,3.79,379
1,108,100,3.74,374
1,109,100,3.33,333
1,110,100,1.35,135
1,111,100,3.19,319
1,112,100,2.88,288
1,113,100,3.83,383
1,114,100,1.74,174
1,115,100,3.32,332
1,116,100,1,100
1,117,100,2.03,203
1,118,100,2.44,244
1,119,100,2.12,212
1,120,100,2.53,253
1,121,100,3.94,394
1,122,100,2.6,260
1,123,100,3.6,360
1,124,100,1.24,124
1,125,100,1.72,172
1,126,100,2.57,257
1,127,100,0.33,33
1,128,100,3.25,325
1,129,100,1.29,129
1,130,100,0.78,78
1,131,100,1.62,162
1,132,100,0.15,15
1,133,100,2.19,219
1,134,100,0.11,11
1,135,100,0.15,15
1,136,100,2.32,232
1,137,100,1.38,138
1,138,100,1.53,153
1,139,100,2.76,276
1,140,100,0.66,66
1,141,100,2.51,251
1,142,100,3.63,363
1,143,100,0.91,91
1,144,100,2.73,273
1,145,100,0.85,85
1,146,100,3.85,385
1,147,100,2.54,254
1,148,100,2.63,263
1,149,100,1.44,144
1,150,100,1.37,137
1,151,100,2.58,258
1,152,100,2.49,249
1,153,100,1.77,177
1,154,100,3.5,350
1,155,100,0.86,86
1,156,100,0.26,26
1,157,100,3.84,384
1,158,100,2.33,233
1,159,100,1.26,126
1,160,100,0.85,85
1,161,100,2.72,272
1,162,100,1.59,159
1,163,100,0.15,15
1,164,100,0.06,6
1,165,100,3.63,363
1,166,100,3.68,368
1,167,100,3.4,340
1,168,100,1.84,184
1,169,100,3.04,304
1,170,100,2.39,239
1,171,100,2.24,224
1,172,100,2.18,218
1,173,100,0.68,68
1,174,100,3.1,310
1,175,100,1.05,105
1,176,100,3.97,397
1,177,100,3,300
1,178,100,1.17,117
1,179,100,1.25,125
1,180,100,3.01,301
1,181,100,0.34,34
1,182,100,0.39,39
1,183,100,3.25,325
1,184,100,1.19,119
1,185,100,2.36,236
1,186,100,3.89,389
1,187,100,3.85,385
1,188,100,0.8,80
1,189,100,2.2,220
1,190,100,1.82,182
1,191,100,1.22,122
1,192,100,1.36,136
1,193,100,3.66,366
1,194,100,2.23,223
1,195,100,3.67,367
1,196,100,1.12,112
1,197,100,1,100
1,198,100,2.66,266
1,199,100,1.9,190
1,200,100,1.01,101
1,201,100,3.95,395
1,202,100,3.43,343
1,203,100,1.18,118
1,204,100,2.76,276
1,205,100,1.05,105
1,206,100,3.23,323
1,207,100,3.1,310
1,208,100,0.19,19
1,209,100,0.43,43
1,210,100,2.02,202
1,211,100,3.11,311
1,212,100,0.84,84
1,213,100,2.59,259
1,214,100,0.93,93
1,215,100,0.93,93
1,216,100,1.44,144
1,217,100,0.57,57
1,218,100,3.58,358
1,219,100,0.45,45
1,220,100,0.43,43
1,221,100,2.28,228
1,222,100,0.94,94
1,223,100,3.02,302
1,224,100,0.7,70
1,225,100,0.68,68
1,226,100,3.02,302
1,227,100,1.72,172
1,228,100,2.12,212
1,229,100,0.79,79
1,230,100,0.82,82
1,231,100,1.15,115
1,232,100,0.31,31
1,233,100,2.57,257
1,234,100,0.08,8
1,235,100,3.49,349
1,236,100,0.26,26
1,237,100,3.62,362
1,238,100,0.77,77
1,239,100,0.02,2
1,240,100,1.11,111
1,241,100,1.87,187
1,242,100,3.33,333
1,243,100,2.81,281
1,244,100,1.59,159
1,245,100,1.73,173
1,246,100,1.42,142
1,247,100,2.79,279
1,248,100,2.33,233
1,249,100,2.37,237
1,250,100,1.1,110
1,251,100,1.61,161
1,252,100,3.64,364
1,253,100,1.23,123
1,254,100,1.42,142
1,255,100,3.42,342
1,256,100,2.24,224
1,257,100,2.93,293
1,258,100,2.11,211
1,259,100,3.77,377
1,260,100,2.13,213
1,261,100,2.39,239
1,262,100,2.48,248
1,263,100,1.45,145
1,264,100,0.91,91
1,265,100,1.73,173
1,266,100,0.8,80
1,267,100,2.15,215
1,268,100,0.92,92
1,269,100,1.77,177
1,270,100,1.71,171
1,271,100,0.09,9
1,272,100,3.49,349
1,273,100,3.17,317
1,274,100,0.14,14
1,275,100,3.99,399
1,276,100,2.84,284
1,277,100,0.47,47
1,278,100,0.27,27
1,279,100,0.16,16
1,280,100,2.57,257
1,281,100,2.89,289
1,282,100,1.45,145
1,283,100,2.58,258
1,284,100,1.56,156
1,285,100,0.1,10
1,286,100,2.16,216
1,287,100,2.54,254
1,288,100,2.78,278
1,289,100,0.79,79
1,290,100,1.91,191
1,291,100,2.15,215
1,292,100,2.26,226
1,293,100,0.92,92
1,294,100,3.24,324
1,295,100,3.39,339
1,296,100,0.23,23
1,297,100,2.78,278
1,298,100,2.54,254
1,299,100,1.95,195
1,300,100,2.75,275
1,301,100,2.88,288
1,302,100,1.13,113
1,303,100,1.63,163
1,304,100,0.36,36
1,305,100,1.42,142
1,306,100,2.77,277
1,307,100,1.4,140
1,308,100,0.67,67
1,309,100,3.15,315
1,310,100,1.54,154
1,311,100,1.24,124
1,312,100,0.57,57
1,313,100,3.6,360
1,314,100,2.69,269
1,315,100,1.22,122
1,316,100,2.86,286
1,317,100,1.06,106
1,318,100,1.42,142
1,319,100,2.11,211
1,320,100,3.91,391
1,321,100,0.54,54
1,322,100,3.34,334
1,323,100,2.76,276
1,324,100,2.29,229
1,325,100,0.66,66
1,326,100,0.43,43
1,327,100,3.55,355
1,328,100,3.67,367
1,329,100,1.85,185
1,330,100,3.98,398
1,331,100,1.95,195
1,332,100,3.13,313
1,333,100,3.64,364
1,334,100,2.58,258
1,335,100,1.98,198
1,336,100,3.12,312
1,337,100,0.06,6
1,338,100,1.91,191
1,339,100,1.12,112
1,340,100,1.44,144
1,341,100,0.5,50
1,342,100,2.49,249
1,343,100,0.7,70
1,344,100,1.44,144
1,345,100,3.64,364
1,346,100,1.77,177
1,347,100,3.97,397
1,348,100,2.18,218
1,349,100,1.07,107
1,350,100,0.18,18
1,351,100,0.86,86
1,352,100,2.44,244
1,353,100,1.3,130
1,354,100,1.65,165
1,355,100,1.22,122
1,356,100,0.8,80
1,357,100,3.79,379
1,358,100,3.05,305
1,359,100,3.75,375
1,360,100,1.19,119
1,361,100,3.83,383
1,362,100,3.82,382
1,363,100,3.7,370
1,364,100,1.2,120
1,365,100,0.86,86
1,366,100,2.12,212
1,367,100,1.3,130
1,368,100,1.68,168
1,369,100,2.34,234
1,370,100,0.11,11
1,371,100,3.68,368
1,372,100,2.07,207
1,373,100,0.83,83
1,374,100,3.31,331
1,375,100,2.04,204
1,376,100,2.94,294
1,377,100,3.4,340
1,378,100,0.53,53
1,379,100,1.57,157
1,380,100,3.27,327
1,381,100,3.44,344
1,382,100,3.94,394
1,383,100,0.37,37
1,384,100,0.74,74
1,385,100,0.03,3
1,386,100,2.71,271
1,387,100,0.9,90
1,388,100,3.4,340
1,389,100,2.64,264
1,390,100,0.52,52
1,391,100,3.47,347
1,392,100,2.72,272
1,393,100,0.24,24
1,394,100,1.69,169
1,395,100,2.82,282
1,396,100,2.63,263
1,397,100,0.13,13
1,398,100,2.06,206
1,399,100,3.72,372
1,400,100,2.75,275
1,401,100,3.78,378
1,402,100,0.74,74
1,403,100,0.26,26
1,404,100,0.56,56
1,405,100,2.91,291
1,406,100,3.83,383
1,407,100,0.62,62
1,408,100,0.09,9
1,409,100,1.42,142
1,410,100,2.36,236
1,411,100,3.59,359
1,412,100,1.32,132
1,413,100,1.97,197
1,414,100,1.62,162
1,415,100,2.47,247
1,416,100,2.43,243
1,417,100,1.58,158
1,418,100,0.72,72
1,419,100,0.68,68
1,420,100,3.57,357
1,421,100,3.69,369
1,422,100,3.56,356
1,423,100,1.22,122
1,424,100,0.83,83
1,425,100,1.27,127
1,426,100,1.85,185
1,427,100,0.74,74
1,428,100,3.54,354
1,429,100,3.98,398
1,430,100,3.36,336
1,431,100,2.33,233
1,432,100,3.02,302
1,433,100,0.19,19
1,434,100,2.61,261
1,435,100,1.75,175
1,436,100,2.51,251
1,437,100,3.73,373
1,438,100,3.88,388
1,439,100,2.03,203
1,440,100,1.78,178
1,441,100,0.98,98
1,442,100,3.01,301
1,443,100,0.36,36
1,444,100,2.87,287
1,445,100,2.28,228
1,446,100,2.45,245
1,447,100,2.63,263
1,448,100,2.74,274
1,449,100,2.77,277
1,450,100,0.27,27
1,451,100,0.01,1
1,452,100,1,100
1,453,100,0.84,84
1,454,100,3.18,318
1,455,100,2.12,212
1,456,100,0.94,94
1,457,100,2.96,296
1,458,100,1.5,150
1,459,100,3.31,331
1,460,100,3.26,326
1,461,100,2.73,273
1,462,100,1.27,127
1,463,100,0.49,49
1,464,100,1.75,175
1,465,100,0.71,71
1,466,100,0.94,94
1,467,100,0.09,9
1,468,100,0.18,18
1,469,100,2.67,267
1,470,100,1.29,129
1,471,100,0,0
1,472,100,1.5,150
1,473,100,1.29,129
1,474,100,2,200
1,475,100,0.84,84
1,476,100,0.53,53
1,477,100,0.1,10
1,478,100,1.98,198
1,479,100,2.9,290
1,480,100,3.25,325